type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,cycle_number,initial_capacity,SOH,recommendation
discharge,[2010.       8.       3.      15.      52.      53.046],4,B0047,84,85,00085.csv,1.2613935471028506,,,34,1.6743047446975208,75.33834871445302,Repurpose (Stationary use)
discharge,[2010.       8.       3.      21.      29.      43.953],4,B0047,88,89,00089.csv,1.2648246158850651,,,35,1.6743047446975208,75.5432737015607,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,B0047,90,91,00091.csv,1.24664945489822,,,36,1.6743047446975208,74.45773888214354,Repurpose (Stationary use)
discharge,[2010.       8.       4.       6.      20.      57.078],4,B0047,92,93,00093.csv,1.2333924152795082,,,37,1.6743047446975208,73.66594517429576,Repurpose (Stationary use)
discharge,[2010.      8.      4.     10.     44.     49.39],4,B0047,94,95,00095.csv,1.2129250072037692,,,38,1.6743047446975208,72.44350295518608,Repurpose (Stationary use)
discharge,[2010.       8.       4.      15.       7.      58.828],4,B0047,96,97,00097.csv,1.1999106597943647,,,39,1.6743047446975208,71.66620435105678,Repurpose (Stationary use)
discharge,[2010.     8.     4.    20.    41.    59.5],4,B0047,100,101,00101.csv,1.1902559038393383,,,40,1.6743047446975208,71.08956165888245,Repurpose (Stationary use)
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,B0047,102,103,00103.csv,1.1892563795455853,,,41,1.6743047446975208,71.02986378745739,Repurpose (Stationary use)
discharge,[2010.       8.       5.       5.      25.       7.906],4,B0047,104,105,00105.csv,1.167069685125939,,,42,1.6743047446975208,69.70473498459693,Repurpose (Stationary use)
discharge,[2010.      8.      5.      9.     45.     36.39],4,B0047,106,107,00107.csv,1.1615348403090369,,,43,1.6743047446975208,69.374159273429,Repurpose (Stationary use)
discharge,[2010.       8.       5.      14.       5.      44.828],4,B0047,108,109,00109.csv,1.1555563844349988,,,44,1.6743047446975208,69.01708832245835,Repurpose (Stationary use)
discharge,[2010.       8.       5.      19.      37.       8.125],4,B0047,112,113,00113.csv,1.1488524666097713,,,45,1.6743047446975208,68.6166882252563,Repurpose (Stationary use)
discharge,[2010.       8.       5.      23.      56.      22.437],4,B0047,114,115,00115.csv,1.143572986788779,,,46,1.6743047446975208,68.30136451625336,Repurpose (Stationary use)
discharge,[2010.       8.       6.       4.      15.       3.234],4,B0047,116,117,00117.csv,1.1418015379428537,,,47,1.6743047446975208,68.19556246011422,Repurpose (Stationary use)
discharge,[2010.      8.      6.      8.     33.     24.75],4,B0047,118,119,00119.csv,1.136058647502255,,,48,1.6743047446975208,67.85256095702546,Repurpose (Stationary use)
discharge,[2010    8    6   12   51   21],4,B0047,120,121,00121.csv,1.1236364680969286,,,49,1.6743047446975208,67.11063034704141,Repurpose (Stationary use)
discharge,[2010.       8.       6.      18.      20.      37.375],4,B0047,124,125,00125.csv,1.1320498900328944,,,50,1.6743047446975208,67.61313277156185,Repurpose (Stationary use)
discharge,[2010.       8.       6.      22.      37.      51.968],4,B0047,126,127,00127.csv,1.117010176215815,,,51,1.6743047446975208,66.71486655899155,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,B0047,128,129,00129.csv,1.120043039721982,,,52,1.6743047446975208,66.89600822485447,Repurpose (Stationary use)
discharge,[2010.       8.       7.       7.      11.       8.671],4,B0047,130,131,00131.csv,1.1059773445917065,,,53,1.6743047446975208,66.05591652859539,Repurpose (Stationary use)
discharge,[2010.       8.       7.      11.      26.      50.984],4,B0047,132,133,00133.csv,0.0,,,54,1.6743047446975208,0.0,Recycle (Material recovery)
discharge,[2010.       8.      10.      15.      39.      28.921],4,B0047,136,137,00137.csv,1.1907902374762016,,,55,1.6743047446975208,71.12147542121009,Repurpose (Stationary use)
discharge,[2010.      8.     10.     21.     13.     49.64],4,B0047,140,141,00141.csv,1.2012387088454022,,,56,1.6743047446975208,71.74552378530214,Repurpose (Stationary use)
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,B0047,142,143,00143.csv,1.1906909549024802,,,57,1.6743047446975208,71.11554564205633,Repurpose (Stationary use)
discharge,[2010.       8.      11.       5.      54.      59.281],4,B0047,144,145,00145.csv,1.1764375730308343,,,58,1.6743047446975208,70.26424411425586,Repurpose (Stationary use)
discharge,[2010.       8.      11.      10.      14.       4.421],4,B0047,146,147,00147.csv,1.1628110372792353,,,59,1.6743047446975208,69.45038177558939,Repurpose (Stationary use)
discharge,[2010.       8.      11.      14.      32.      46.656],4,B0047,148,149,00149.csv,1.1516152840582583,,,60,1.6743047446975208,68.78170104369552,Repurpose (Stationary use)
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0047,152,153,00153.csv,1.1583673498348623,,,61,1.6743047446975208,69.18497683909584,Repurpose (Stationary use)
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0047,156,157,00157.csv,1.1692285288386206,,,62,1.6743047446975208,69.83367469640976,Repurpose (Stationary use)
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0047,158,159,00159.csv,1.1588148476218465,,,63,1.6743047446975208,69.2117042188277,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0047,160,161,00161.csv,1.1439588147705455,,,64,1.6743047446975208,68.3244085877098,Repurpose (Stationary use)
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0047,162,163,00163.csv,1.1383941068159398,,,65,1.6743047446975208,67.99204926231046,Repurpose (Stationary use)
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0047,164,165,00165.csv,0.0,,,66,1.6743047446975208,0.0,Recycle (Material recovery)
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0047,168,169,00169.csv,1.2213102850395667,,,67,1.6743047446975208,72.94432443719845,Repurpose (Stationary use)
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0047,172,173,00173.csv,1.2031062978889062,,,68,1.6743047446975208,71.8570679381464,Repurpose (Stationary use)
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0047,174,175,00175.csv,1.1897147112197684,,,69,1.6743047446975208,71.05723823500851,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0047,176,177,00177.csv,1.177422568842014,,,70,1.6743047446975208,70.32307425341058,Repurpose (Stationary use)
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0047,178,179,00179.csv,1.158443027293818,,,71,1.6743047446975208,69.18949677247087,Repurpose (Stationary use)
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0047,180,181,00181.csv,1.1567087516841796,,,72,1.6743047446975208,69.08591493558421,Repurpose (Stationary use)
discharge,[2010.       7.      21.      15.       0.      35.093],4,B0045,0,185,00185.csv,1.0819793880779518,,,1,1.0819793880779518,100.0,Reuse (Second-life ready)
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,B0045,4,189,00189.csv,0.927952404748273,,,2,1.0819793880779518,85.76433294137931,Reuse (Second-life ready)
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,B0045,6,191,00191.csv,0.885193608411576,,,3,1.0819793880779518,81.81242805226174,Reuse (Second-life ready)
discharge,[2010.       7.      22.       6.      16.      21.781],4,B0045,8,193,00193.csv,0.8581010699478283,,,4,1.0819793880779518,79.30844888571998,Repurpose (Stationary use)
discharge,[2010.       7.      22.      10.      51.      48.203],4,B0045,10,195,00195.csv,0.8409352213456689,,,5,1.0819793880779518,77.72192618562926,Repurpose (Stationary use)
discharge,[2010.       7.      22.      15.      26.      29.359],4,B0045,12,197,00197.csv,0.8245471942901911,,,6,1.0819793880779518,76.20729224379514,Repurpose (Stationary use)
discharge,[2010.       7.      23.       9.      59.       8.718],4,B0045,16,201,00201.csv,0.7935960418803983,,,7,1.0819793880779518,73.34668761945244,Repurpose (Stationary use)
discharge,[2010.       7.      23.      15.      44.      51.671],4,B0045,20,205,00205.csv,0.8183676087159205,,,8,1.0819793880779518,75.6361551553846,Repurpose (Stationary use)
discharge,[2010.       7.      23.      20.      19.       2.359],4,B0045,22,207,00207.csv,0.7977644276409412,,,9,1.0819793880779518,73.73194318036916,Repurpose (Stationary use)
discharge,[2010.       7.      24.       0.      52.      14.625],4,B0045,24,209,00209.csv,0.7993777411831636,,,10,1.0819793880779518,73.88105078445099,Repurpose (Stationary use)
discharge,[2010.       7.      24.       5.      24.      46.453],4,B0045,26,211,00211.csv,0.7783107440628891,,,11,1.0819793880779518,71.93397144519497,Repurpose (Stationary use)
discharge,[2010    7   24    9   56   39],4,B0045,28,213,00213.csv,0.7803738231239117,,,12,1.0819793880779518,72.124647818863,Repurpose (Stationary use)
discharge,[2010.       7.      27.      16.      12.       5.718],4,B0045,32,217,00217.csv,0.7713058245640294,,,13,1.0819793880779518,71.28655435240697,Repurpose (Stationary use)
discharge,[2010.       7.      27.      21.      56.      24.312],4,B0045,36,221,00221.csv,0.795279016979026,,,14,1.0819793880779518,73.50223356766291,Repurpose (Stationary use)
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.9000e+01 3.7343e+01],4,B0045,38,223,00223.csv,0.7824128169919247,,,15,1.0819793880779518,72.31309816186214,Repurpose (Stationary use)
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 7.0000e+00 1.0000e+00 5.7687e+01],4,B0045,40,225,00225.csv,0.7649414992231182,,,16,1.0819793880779518,70.69834302314894,Repurpose (Stationary use)
discharge,[2.010e+03 7.000e+00 2.800e+01 1.100e+01 3.300e+01 1.828e+00],4,B0045,42,227,00227.csv,0.7544899426779375,,,17,1.0819793880779518,69.73237669695607,Repurpose (Stationary use)
discharge,[2010.       7.      28.      16.       3.      39.015],4,B0045,44,229,00229.csv,0.7504048978314295,,,18,1.0819793880779518,69.35482377020718,Repurpose (Stationary use)
discharge,[2010.     7.    28.    21.    45.    15.5],4,B0045,48,233,00233.csv,0.7407258109620256,,,19,1.0819793880779518,68.46025156522295,Repurpose (Stationary use)
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,B0045,50,235,00235.csv,0.0,,,20,1.0819793880779518,0.0,Recycle (Material recovery)
discharge,[2010.       7.      29.       5.      57.      18.515],4,B0045,52,237,00237.csv,0.7308525593793626,,,21,1.0819793880779518,67.54773403564208,Repurpose (Stationary use)
discharge,[2010.       7.      29.      10.      29.      29.765],4,B0045,54,239,00239.csv,0.7287255851177903,,,22,1.0819793880779518,67.3511522629199,Repurpose (Stationary use)
discharge,[2010.       7.      29.      14.      57.      39.921],4,B0045,56,241,00241.csv,0.7161023377036263,,,23,1.0819793880779518,66.1844713119465,Repurpose (Stationary use)
discharge,[2010.       7.      29.      20.      36.      49.093],4,B0045,60,245,00245.csv,0.7129204834988017,,,24,1.0819793880779518,65.89039415669895,Repurpose (Stationary use)
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,B0045,62,247,00247.csv,0.7141991829499618,,,25,1.0819793880779518,66.0085756549095,Repurpose (Stationary use)
discharge,[2010.       7.      30.       5.      30.      13.453],4,B0045,64,249,00249.csv,0.7190570819844222,,,26,1.0819793880779518,66.45755824071367,Repurpose (Stationary use)
discharge,[2010.       7.      30.       9.      56.       7.796],4,B0045,66,251,00251.csv,0.7173975428775917,,,27,1.0819793880779518,66.30417832191702,Repurpose (Stationary use)
discharge,[2010.       7.      30.      14.      21.       3.875],4,B0045,68,253,00253.csv,0.7071027496463946,,,28,1.0819793880779518,65.35270056322469,Repurpose (Stationary use)
discharge,[2010.       7.      30.      19.      57.      28.859],4,B0045,72,257,00257.csv,0.703531206505542,,,29,1.0819793880779518,65.02260710856127,Repurpose (Stationary use)
discharge,[2010.       7.      31.       0.      21.      41.812],4,B0045,74,259,00259.csv,0.6941108278958862,,,30,1.0819793880779518,64.15194554943578,Repurpose (Stationary use)
discharge,[2010.       7.      31.       4.      45.      24.171],4,B0045,76,261,00261.csv,0.6914114388869608,,,31,1.0819793880779518,63.90245937265006,Repurpose (Stationary use)
discharge,[2010.       7.      31.       9.       8.      38.406],4,B0045,78,263,00263.csv,0.6971551798505504,,,32,1.0819793880779518,64.4333143063834,Repurpose (Stationary use)
discharge,[2010.       7.      31.      13.      31.       7.296],4,B0045,80,265,00265.csv,0.6832460217432723,,,33,1.0819793880779518,63.1477853711246,Repurpose (Stationary use)
discharge,[2010.       8.       3.      15.      52.      53.046],4,B0045,84,269,00269.csv,0.6822029317493292,,,34,1.0819793880779518,63.05137965347076,Repurpose (Stationary use)
discharge,[2010.       8.       3.      21.      29.      43.953],4,B0045,88,273,00273.csv,0.7289529213213379,,,35,1.0819793880779518,67.37216340287807,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,B0045,90,275,00275.csv,0.7139321758287004,,,36,1.0819793880779518,65.98389800169325,Repurpose (Stationary use)
discharge,[2010.       8.       4.       6.      20.      57.078],4,B0045,92,277,00277.csv,0.6957731747455482,,,37,1.0819793880779518,64.3055849688165,Repurpose (Stationary use)
discharge,[2010.      8.      4.     10.     44.     49.39],4,B0045,94,279,00279.csv,0.7018312962317095,,,38,1.0819793880779518,64.86549595722481,Repurpose (Stationary use)
discharge,[2010.       8.       4.      15.       7.      58.828],4,B0045,96,281,00281.csv,0.6911808244378487,,,39,1.0819793880779518,63.88114524673849,Repurpose (Stationary use)
discharge,[2010.     8.     4.    20.    41.    59.5],4,B0045,100,285,00285.csv,0.6843279752855028,,,40,1.0819793880779518,63.247782982368605,Repurpose (Stationary use)
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,B0045,102,287,00287.csv,0.6741394908812485,,,41,1.0819793880779518,62.306130625907976,Repurpose (Stationary use)
discharge,[2010.       8.       5.       5.      25.       7.906],4,B0045,104,289,00289.csv,0.6670070174301739,,,42,1.0819793880779518,61.64692458837479,Repurpose (Stationary use)
discharge,[2010.      8.      5.      9.     45.     36.39],4,B0045,106,291,00291.csv,0.6804085117374855,,,43,1.0819793880779518,62.88553360948731,Repurpose (Stationary use)
discharge,[2010.       8.       5.      14.       5.      44.828],4,B0045,108,293,00293.csv,0.6617864063235485,,,44,1.0819793880779518,61.164418991304274,Repurpose (Stationary use)
discharge,[2010.       8.       5.      19.      37.       8.125],4,B0045,112,297,00297.csv,0.6623168733492338,,,45,1.0819793880779518,61.21344645259701,Repurpose (Stationary use)
discharge,[2010.       8.       5.      23.      56.      22.437],4,B0045,114,299,00299.csv,0.6679358357181778,,,46,1.0819793880779518,61.73276894901958,Repurpose (Stationary use)
discharge,[2010.       8.       6.       4.      15.       3.234],4,B0045,116,301,00301.csv,0.6488990885270688,,,47,1.0819793880779518,59.97333180993264,Recycle (Material recovery)
discharge,[2010.      8.      6.      8.     33.     24.75],4,B0045,118,303,00303.csv,0.6503639129625527,,,48,1.0819793880779518,60.10871557524503,Repurpose (Stationary use)
discharge,[2010    8    6   12   51   21],4,B0045,120,305,00305.csv,0.6572077690202801,,,49,1.0819793880779518,60.74124666901059,Repurpose (Stationary use)
discharge,[2010.       8.       6.      18.      20.      37.375],4,B0045,124,309,00309.csv,0.6363517458476216,,,50,1.0819793880779518,58.81366621762071,Recycle (Material recovery)
discharge,[2010.       8.       6.      22.      37.      51.968],4,B0045,126,311,00311.csv,0.6536449360948587,,,51,1.0819793880779518,60.41195824035112,Repurpose (Stationary use)
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,B0045,128,313,00313.csv,0.6391428272150887,,,52,1.0819793880779518,59.07162689582044,Recycle (Material recovery)
discharge,[2010.       8.       7.       7.      11.       8.671],4,B0045,130,315,00315.csv,0.6482206049496236,,,53,1.0819793880779518,59.910624184914894,Recycle (Material recovery)
discharge,[2010.       8.       7.      11.      26.      50.984],4,B0045,132,317,00317.csv,0.6287957471922729,,,54,1.0819793880779518,58.11531662440237,Recycle (Material recovery)
discharge,[2010.       8.      10.      15.      39.      28.921],4,B0045,136,321,00321.csv,0.6380571850193401,,,55,1.0819793880779518,58.97128836740565,Recycle (Material recovery)
discharge,[2010.      8.     10.     21.     13.     49.64],4,B0045,140,325,00325.csv,0.6554825047832906,,,56,1.0819793880779518,60.58179222320509,Repurpose (Stationary use)
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,B0045,142,327,00327.csv,0.6484934835397033,,,57,1.0819793880779518,59.93584449808227,Recycle (Material recovery)
discharge,[2010.       8.      11.       5.      54.      59.281],4,B0045,144,329,00329.csv,0.6454071687844921,,,58,1.0819793880779518,59.650597404725545,Recycle (Material recovery)
discharge,[2010.       8.      11.      10.      14.       4.421],4,B0045,146,331,00331.csv,0.6427008031845645,,,59,1.0819793880779518,59.400466429057396,Recycle (Material recovery)
discharge,[2010.       8.      11.      14.      32.      46.656],4,B0045,148,333,00333.csv,0.6352454880802477,,,60,1.0819793880779518,58.711422332056586,Recycle (Material recovery)
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0045,152,337,00337.csv,0.6156760019587869,,,61,1.0819793880779518,56.90274775497204,Recycle (Material recovery)
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0045,156,341,00341.csv,0.6170833682807023,,,62,1.0819793880779518,57.03282105742334,Recycle (Material recovery)
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0045,158,343,00343.csv,0.6434227390858672,,,63,1.0819793880779518,59.46719005699871,Recycle (Material recovery)
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0045,160,345,00345.csv,0.6278124433742752,,,64,1.0819793880779518,58.02443653658993,Recycle (Material recovery)
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0045,162,347,00347.csv,0.6290078315253372,,,65,1.0819793880779518,58.13491813764755,Recycle (Material recovery)
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0045,164,349,00349.csv,0.0,,,66,1.0819793880779518,0.0,Recycle (Material recovery)
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0045,168,353,00353.csv,0.6266355568292261,,,67,1.0819793880779518,57.91566491320995,Recycle (Material recovery)
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0045,172,357,00357.csv,0.6495813516716594,,,68,1.0819793880779518,60.03638875464973,Repurpose (Stationary use)
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0045,174,359,00359.csv,0.6337485177966306,,,69,1.0819793880779518,58.57306754451517,Recycle (Material recovery)
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0045,176,361,00361.csv,0.6298550929085645,,,70,1.0819793880779518,58.213224747973314,Recycle (Material recovery)
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0045,178,363,00363.csv,0.6183063778386736,,,71,1.0819793880779518,57.1458555173629,Recycle (Material recovery)
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0045,180,365,00365.csv,0.6069476168507777,,,72,1.0819793880779518,56.09604245132347,Recycle (Material recovery)
discharge,[2010.       7.      21.      15.       0.      35.093],4,B0048,0,369,00369.csv,1.6579955793677608,,,1,1.6579955793677608,100.0,Reuse (Second-life ready)
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,B0048,4,373,00373.csv,1.5076933476098775,,,2,1.6579955793677608,90.93470250293444,Reuse (Second-life ready)
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,B0048,6,375,00375.csv,1.4989223343608031,,,3,1.6579955793677608,90.40568943690329,Reuse (Second-life ready)
discharge,[2010.       7.      22.       6.      16.      21.781],4,B0048,8,377,00377.csv,1.4782919502497789,,,4,1.6579955793677608,89.16139274710805,Reuse (Second-life ready)
discharge,[2010.       7.      22.      10.      51.      48.203],4,B0048,10,379,00379.csv,1.461856891390611,,,5,1.6579955793677608,88.17013203063286,Reuse (Second-life ready)
discharge,[2010.       7.      22.      15.      26.      29.359],4,B0048,12,381,00381.csv,1.4509592706473475,,,6,1.6579955793677608,87.51285520318686,Reuse (Second-life ready)
discharge,[2010.       7.      23.       9.      59.       8.718],4,B0048,16,385,00385.csv,1.451746997147108,,,7,1.6579955793677608,87.56036597520355,Reuse (Second-life ready)
discharge,[2010.       7.      23.      15.      44.      51.671],4,B0048,20,389,00389.csv,1.444392866287476,,,8,1.6579955793677608,87.1168104584611,Reuse (Second-life ready)
discharge,[2010.       7.      23.      20.      19.       2.359],4,B0048,22,391,00391.csv,1.432738323965376,,,9,1.6579955793677608,86.41388082058207,Reuse (Second-life ready)
discharge,[2010.       7.      24.       0.      52.      14.625],4,B0048,24,393,00393.csv,1.417241201438662,,,10,1.6579955793677608,85.47919060068271,Reuse (Second-life ready)
discharge,[2010.       7.      24.       5.      24.      46.453],4,B0048,26,395,00395.csv,1.4057559944573452,,,11,1.6579955793677608,84.78647421927377,Reuse (Second-life ready)
discharge,[2010    7   24    9   56   39],4,B0048,28,397,00397.csv,1.3902706269897065,,,12,1.6579955793677608,83.85249299155882,Reuse (Second-life ready)
discharge,[2010.       7.      27.      16.      12.       5.718],4,B0048,32,401,00401.csv,1.4196659307880326,,,13,1.6579955793677608,85.62543522156977,Reuse (Second-life ready)
discharge,[2010.       7.      27.      21.      56.      24.312],4,B0048,36,405,00405.csv,1.4190563985232272,,,14,1.6579955793677608,85.58867201952084,Reuse (Second-life ready)
